tawdry/JJ <UNK>/NN up/VB or/CC maximize/VB also/RB assault/NN ,/. old/JJ pulse/NN failure/NN and/CC skirt/NN agency/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 := E ( LOC#2 U LOC#4 ) . ( LOC#6 ) ^ E ( LOC#2 U LOC#4 ) . ( LOC#8 LOC#9 LOC#10 ) ^ E ( LOC#2 U LOC#4 ) . ( LOC#12 LOC#13 ) <EOS>
job/NN of/IN ajar/JJ senator/NN are/VBP emission/NN of/IN complicated/JJ phrase/NN or/CC <UNK>/NN of/IN foot/NN efficiency/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 LOC#3 := LOC#5 LOC#6 LOC#7 LOC#8 U LOC#10 LOC#11 LOC#12 LOC#13 <EOS>
all/DT ring/NN originate/VB or/CC bathe/VB also/RB confidence/NN and/CC infamous/JJ topping/NN ./. <EOS>/<EOS>	LOC#1 := E ( LOC#2 U LOC#4 ) . ( LOC#6 ) ^ E ( LOC#2 U LOC#4 ) . ( LOC#8 LOC#9 ) <EOS>
consent/NN sister/NN of/IN <UNK>/NN are/VBP also/RB everything/NN that/WDT enforce/VB or/CC specify/VB also/RB survey/NN wrapper/NN ,/. tendency/NN and/CC explanation/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 LOC#3 := E ( LOC#8 U LOC#10 ) . ( LOC#12 LOC#13 ) ^ E ( LOC#8 U LOC#10 ) . ( LOC#15 ) ^ E ( LOC#8 U LOC#10 ) . ( LOC#17 ) <EOS>
a/DT rotten/JJ <UNK>/NN of/IN culture/NN is/VBZ something/NN that/WDT consider/VB also/RB partial/JJ difficulty/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := E LOC#8 . ( LOC#10 LOC#11 ) <EOS>
every/DT sticky/JJ maturity/NN conversation/NN is/VBZ a/DT gamete/NN of/IN structure/NN that/WDT assist/VB also/RB fixed/JJ move/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 := LOC#6 LOC#7 LOC#8 ^ E LOC#10 . ( LOC#12 LOC#13 ) <EOS>
instance/NN controversy/NN are/VBP something/NN that/WDT identify/VB only/RB mental/JJ airline/NN ,/. deadly/JJ soil/NN Palestinian/NN ,/. and/CC ball/NN television/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 := A LOC#5 . ( LOC#7 LOC#8 ) ^ A LOC#5 . ( LOC#10 LOC#11 LOC#12 ) ^ A LOC#5 . ( LOC#15 LOC#16 ) <EOS>
<UNK>/NN of/IN strength/NN are/VBP also/RB parent/NN of/IN therapist/NN relationship/NN and/CC background/NN of/IN bored/JJ <UNK>/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 := LOC#5 LOC#6 LOC#7 LOC#8 ^ LOC#10 LOC#11 LOC#12 LOC#13 <EOS>
every/DT counterpart/NN of/IN consistent/JJ tokenizer/NN <UNK>/VB or/CC disappear/VB also/RB macho/JJ bill/NN and/CC cheap/JJ model/NN capital/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := E ( LOC#5 U LOC#7 ) . ( LOC#9 LOC#10 ) ^ E ( LOC#5 U LOC#7 ) . ( LOC#12 LOC#13 LOC#14 ) <EOS>
every/DT childlike/JJ Indian/NN do/VBP not/RB shake/VB any/DT worried/JJ ,/. abhorrent/JJ ,/. and/CC advanced/JJ argument/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 := ! E LOC#5 . ( LOC#7 LOC#13 ^ LOC#9 LOC#13 ^ LOC#12 LOC#13 ) <EOS>
all/DT <UNK>/JJ cemetery/NN of/IN weed/NN do/VBP not/RB alter/VB nor/DT paste/VB any/DT abuse/NN of/IN cue/NN or/CC of/IN environmental/JJ palm/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := ! E ( LOC#7 ^ LOC#9 ) . ( LOC#11 LOC#12 LOC#13 U LOC#11 LOC#15 LOC#16 LOC#17 ) <EOS>
rolling/JJ aboriginal/JJ husband/NN should/VB also/RB tense/JJ ,/. encouraging/JJ ,/. or/CC fearful/JJ skirt/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 := E LOC#3 . ( LOC#5 LOC#11 U LOC#7 LOC#11 U LOC#10 LOC#11 ) <EOS>
every/DT devilish/JJ start/NN of/IN import/NN is/VBZ a/DT homeland/NN professional/NN or/CC a/DT responsible/JJ which/JJ career/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := LOC#7 LOC#8 U LOC#11 LOC#12 LOC#13 <EOS>
a/DT flaky/JJ panel/NN origin/NN is/VBZ also/RB a/DT mute/JJ quirky/JJ sternum/NN that/WDT is/VBZ rebel/NN of/IN lover/NN union/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 := LOC#7 LOC#8 LOC#9 ^ LOC#12 LOC#13 LOC#14 LOC#15 <EOS>
pleasure/NN germ/NN of/IN collar/NN are/VBP misty/JJ flavor/NN that/WDT pick/VB and/CC devote/VB only/RB bull/NN ,/. chart/NN choice/NN ,/. and/CC enforcement/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 LOC#3 := LOC#5 LOC#6 ^ A ( LOC#8 ^ LOC#10 ) . ( LOC#12 ) ^ A ( LOC#8 ^ LOC#10 ) . ( LOC#14 LOC#15 ) ^ A ( LOC#8 ^ LOC#10 ) . ( LOC#18 ) <EOS>
all/DT the/DT risky/JJ impolite/JJ fly/NN <UNK>/VB also/RB electric/JJ contributor/NN and/CC <UNK>/NN ./. <EOS>/<EOS>	LOC#2 LOC#3 LOC#4 := E LOC#5 . ( LOC#7 LOC#8 ) ^ E LOC#5 . ( LOC#10 ) <EOS>
a/DT after/JJ <UNK>/NN <UNK>/VB more/JJR than/IN NUM/CD or/CC no/DT more/JJR than/IN NUM/CD sleep/NN of/IN truculent/JJ suffering/NN and/CC of/IN debut/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 := ( > LOC#6 || <= LOC#11 ) LOC#3 . ( LOC#12 LOC#13 LOC#14 LOC#15 ^ LOC#12 LOC#17 LOC#18 ) <EOS>
all/DT the/DT troop/NN of/IN pointless/JJ institution/NN punish/VB or/CC bruise/VB only/RB madly/JJ <UNK>/NN ,/. decoder/NN throat/NN and/CC tolerance/NN ./. <EOS>/<EOS>	LOC#2 LOC#3 LOC#4 LOC#5 := A ( LOC#6 U LOC#8 ) . ( LOC#10 LOC#11 ) ^ A ( LOC#6 U LOC#8 ) . ( LOC#13 LOC#14 ) ^ A ( LOC#6 U LOC#8 ) . ( LOC#16 ) <EOS>
all/DT the/DT needle/NN boyfriend/NN of/IN <UNK>/NN reign/VB not/RB less/JJR than/IN NUM/CD and/CC at/IN most/JJS NUM/CD momentous/JJ marker/NN of/IN inspection/NN or/CC of/IN corporate/JJ steam/NN ./. <EOS>/<EOS>	LOC#2 LOC#3 LOC#4 LOC#5 := ( >= LOC#10 && <= LOC#14 ) LOC#6 . ( LOC#15 LOC#16 LOC#17 LOC#18 U LOC#15 LOC#16 LOC#20 LOC#21 LOC#22 ) <EOS>
a/DT knee/NN teen/NN make/VB only/RB behavior/NN of/IN expense/NN or/CC of/IN chaos/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 := A LOC#3 . ( LOC#5 LOC#6 LOC#7 U LOC#5 LOC#9 LOC#10 ) <EOS>
a/DT enthusiastic/JJ spread/NN of/IN economics/NN is/VBZ a/DT <UNK>/JJ <UNK>/NN of/IN bee/NN that/WDT is/VBZ woebegone/JJ ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := LOC#7 LOC#8 LOC#9 LOC#10 ^ LOC#13 <EOS>
all/DT crucial/JJ mare/NN do/VBP not/RB <UNK>/VB any/DT flake/NN ,/. wall/NN tube/NN or/CC poll/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 := ! E LOC#5 . ( LOC#7 U LOC#9 LOC#10 U LOC#12 ) <EOS>
absorbed/JJ pair/NN are/VBP anything/NN that/WDT gather/VB less/JJR than/IN NUM/CD or/CC at/IN least/JJS NUM/CD <UNK>/NN of/IN breeze/NN and/CC of/IN fiery/JJ lamp/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 := ( < LOC#8 || >= LOC#12 ) LOC#5 . ( LOC#13 LOC#14 LOC#15 ^ LOC#13 LOC#17 LOC#18 LOC#19 ) <EOS>
a/DT agreeable/JJ opinion/NN rip/VB horrible/JJ and/CC <UNK>/JJ army/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 := E LOC#3 . ( LOC#4 LOC#7 ^ LOC#6 LOC#7 ) <EOS>
reliable/JJ manufacturer/NN promise/NN are/VBP also/RB temperature/NN of/IN meek/JJ path/NN that/WDT are/VBP secular/JJ ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 := LOC#5 LOC#6 LOC#7 LOC#8 ^ LOC#11 <EOS>
all/DT sovereignty/NN of/IN developmental/JJ dish/NN are/VBP colorful/JJ gas/NN of/IN starter/NN that/WDT do/VBP not/RB diminish/VB any/DT defender/NN of/IN athlete/NN and/CC of/IN cynical/JJ premium/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := LOC#6 LOC#7 LOC#8 LOC#9 ^ ! E LOC#13 . ( LOC#15 LOC#16 LOC#17 ^ LOC#15 LOC#19 LOC#20 LOC#21 ) <EOS>
every/DT aboriginal/JJ top/NN of/IN mother/NN is/VBZ also/RB a/DT touchdown/NN of/IN initial/JJ lover/NN that/WDT <UNK>/VB no/DT melodic/JJ and/CC grey/JJ <UNK>/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := LOC#8 LOC#9 LOC#10 LOC#11 ^ ! E LOC#13 . ( LOC#15 LOC#18 ^ LOC#17 LOC#18 ) <EOS>
