similarity/NN protest/NN of/IN sleep/NN represent/VB also/RB mansion/NN of/IN grandparent/NN or/CC of/IN captain/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 LOC#3 := E LOC#4 . ( LOC#6 LOC#7 LOC#8 U LOC#6 LOC#10 LOC#11 ) <EOS>
limited/JJ magnetic/JJ integrity/NN are/VBP also/RB aggression/NN of/IN buddy/NN electricity/NN that/WDT wrestle/VB disability/NN bike/NN and/CC teaspoon/NN teaching/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 := LOC#5 LOC#6 LOC#7 LOC#8 ^ E LOC#10 . ( LOC#11 LOC#12 ) ^ E LOC#10 . ( LOC#14 LOC#15 ) <EOS>
dynamic/JJ yellow/JJ pride/NN consider/VB no/DT four/JJ ,/. controversial/JJ ,/. or/CC hanging/JJ worth/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 := ! E LOC#3 . ( LOC#5 LOC#11 U LOC#7 LOC#11 U LOC#10 LOC#11 ) <EOS>
all/DT the/DT merchant/NN scratch/VB and/CC broaden/VB hormone/NN of/IN risk/NN blanket/NN ./. <EOS>/<EOS>	LOC#2 := E ( LOC#3 ^ LOC#5 ) . ( LOC#6 LOC#7 LOC#8 LOC#9 ) <EOS>
a/DT rise/NN of/IN conception/NN encounter/NN do/VBP not/RB relieve/VB nor/DT anticipate/VB any/DT localized/JJ or/CC eligible/JJ school/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := ! E ( LOC#7 ^ LOC#9 ) . ( LOC#11 LOC#14 U LOC#13 LOC#14 ) <EOS>
scholar/NN of/IN upload/NN invent/VB only/RB sweltering/JJ convenience/NN debris/NN ,/. sorry/JJ cholesterol/NN ,/. or/CC verdant/JJ Olympics/NN triumph/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 := A LOC#3 . ( LOC#5 LOC#6 LOC#7 U LOC#9 LOC#10 U LOC#13 LOC#14 LOC#15 ) <EOS>
every/DT clothes/NN charter/NN of/IN force/NN soften/VB also/RB pulse/NN of/IN horn/NN or/CC of/IN divergent/JJ chef/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := E LOC#5 . ( LOC#7 LOC#8 LOC#9 U LOC#7 LOC#11 LOC#12 LOC#13 ) <EOS>
all/DT the/DT second/NN of/IN street/NN writing/NN are/VBP regional/JJ theory/NN that/WDT lend/VB and/CC go/VB only/RB courageous/JJ and/CC vast/JJ blue/NN ./. <EOS>/<EOS>	LOC#2 LOC#3 LOC#4 LOC#5 := LOC#7 LOC#8 ^ A ( LOC#10 ^ LOC#12 ) . ( LOC#14 LOC#17 ^ LOC#16 LOC#17 ) <EOS>
all/DT disk/NN of/IN cooking/NN liberty/NN follow/VB more/JJR than/IN NUM/CD spokesman/NN or/CC bewildered/JJ conduct/NN net/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := > LOC#8 LOC#5 . ( LOC#9 U LOC#11 LOC#12 LOC#13 ) <EOS>
all/DT metadata/NN specialist/NN of/IN hero/NN are/VBP wooden/JJ herb/NN protection/NN that/WDT hate/VB and/CC forget/VB studio/NN of/IN solid/JJ pursuit/NN or/CC of/IN flashy/JJ path/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := LOC#6 LOC#7 LOC#8 ^ E ( LOC#10 ^ LOC#12 ) . ( LOC#13 LOC#14 LOC#15 LOC#16 U LOC#13 LOC#18 LOC#19 LOC#20 ) <EOS>
every/DT celebration/NN of/IN nondescript/JJ substance/NN do/VBP not/RB compose/VB any/DT daughter/NN forum/NN of/IN auction/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := ! E LOC#7 . ( LOC#9 LOC#10 LOC#11 LOC#12 ) <EOS>
a/DT study/NN of/IN economics/NN controversy/NN is/VBZ a/DT credit/NN that/WDT is/VBZ reliable/JJ smoke/NN of/IN permit/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 LOC#3 LOC#4 := LOC#7 ^ LOC#10 LOC#11 LOC#12 LOC#13 <EOS>
a/DT tenuous/JJ military/NN is/VBZ a/DT tired/JJ punishment/NN that/WDT is/VBZ consistent/JJ ./. <EOS>/<EOS>	LOC#1 LOC#2 := LOC#5 LOC#6 ^ LOC#9 <EOS>
every/DT elegant/JJ criticism/NN is/VBZ a/DT likely/JJ Jew/NN of/IN campaign/NN that/WDT is/VBZ straw/NN of/IN fabulous/JJ county/NN ./. <EOS>/<EOS>	LOC#1 LOC#2 := LOC#5 LOC#6 LOC#7 LOC#8 ^ LOC#11 LOC#12 LOC#13 LOC#14 <EOS>
patience/NN glance/NN are/VBP also/RB everything/NN that/WDT depend/VB and/CC calculate/VB also/RB cocaine/NN obligation/NN ,/. unit/NN plot/NN or/CC army/NN hospital/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 := E ( LOC#6 ^ LOC#8 ) . ( LOC#10 LOC#11 U LOC#13 LOC#14 U LOC#16 LOC#17 ) <EOS>
estimated/JJ even/JJ music/NN scribble/VB or/CC promote/VB also/RB asset/NN and/CC strike/NN ./. <EOS>/<EOS>	LOC#0 LOC#1 LOC#2 := E ( LOC#3 U LOC#5 ) . ( LOC#7 ) ^ E ( LOC#3 U LOC#5 ) . ( LOC#9 ) <EOS>
advance/NN scold/VB or/CC extrapolate/VB also/RB ruthless/JJ award/NN of/IN grief/NN and/CC of/IN selected/JJ phone/NN ./. <EOS>/<EOS>	LOC#0 := E ( LOC#1 U LOC#3 ) . ( LOC#5 LOC#6 LOC#7 LOC#8 ^ LOC#5 LOC#6 LOC#10 LOC#11 LOC#12 ) <EOS>
